time(sec),sum-all,sum-rcv,sum-trans,rcv-bytes,rcv-packets,rcv-errs,rcv-drop,rcv-fifo,rcv-frame,rcv-compressed,rcv-multicast,trans-bytes,trans-packets,trans-errs,trans-drop,trans-fifo,trans-colls,trans-carrier,trans-compressed
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.007,86,43,43,42,1,0,0,0,0,0,0,42,1,0,0,0,0,0,0
2.014,4305,428,3877,420,8,0,0,0,0,0,0,3862,15,0,0,0,0,0,0
3.021,5915,636,5279,624,12,0,0,0,0,0,0,5258,21,0,0,0,0,0,0
4.028,11997,947,11050,930,17,0,0,0,0,0,0,11020,30,0,0,0,0,0,0
5.035,16365,1330,15035,1308,22,0,0,0,0,0,0,14998,37,0,0,0,0,0,0
6.041,16365,1330,15035,1308,22,0,0,0,0,0,0,14998,37,0,0,0,0,0,0
7.049,16365,1330,15035,1308,22,0,0,0,0,0,0,14998,37,0,0,0,0,0,0
8.056,18538,1476,17062,1452,24,0,0,0,0,0,0,17020,42,0,0,0,0,0,0
9.062,18538,1476,17062,1452,24,0,0,0,0,0,0,17020,42,0,0,0,0,0,0
10.069,18538,1476,17062,1452,24,0,0,0,0,0,0,17020,42,0,0,0,0,0,0
11.075,18538,1476,17062,1452,24,0,0,0,0,0,0,17020,42,0,0,0,0,0,0
12.081,18538,1476,17062,1452,24,0,0,0,0,0,0,17020,42,0,0,0,0,0,0
13.088,18538,1476,17062,1452,24,0,0,0,0,0,0,17020,42,0,0,0,0,0,0
14.094,18538,1476,17062,1452,24,0,0,0,0,0,0,17020,42,0,0,0,0,0,0
15.101,18538,1476,17062,1452,24,0,0,0,0,0,0,17020,42,0,0,0,0,0,0
16.107,18538,1476,17062,1452,24,0,0,0,0,0,0,17020,42,0,0,0,0,0,0
17.114,25187,4139,21048,4095,44,0,0,0,0,0,0,20986,62,0,0,0,0,0,0
18.120,143280,97100,46180,97019,81,0,0,0,0,0,0,46095,85,0,0,0,0,0,0
19.126,143280,97100,46180,97019,81,0,0,0,0,0,0,46095,85,0,0,0,0,0,0
20.133,267038,217323,49715,217214,109,0,0,0,0,0,0,49614,101,0,0,0,0,0,0
21.140,313725,262187,51538,262012,175,0,0,0,0,0,0,51411,127,0,0,0,0,0,0
22.147,313725,262187,51538,262012,175,0,0,0,0,0,0,51411,127,0,0,0,0,0,0
23.154,145893330,42795039,103098291,42789825,5214,0,0,0,0,0,0,103086572,11719,0,0,0,0,0,0
24.161,145900713,42799013,103101700,42793779,5234,0,0,0,0,0,0,103089957,11743,0,0,0,0,0,0
25.168,188608585,42854727,145753858,42849069,5658,0,0,0,0,0,0,145737303,16555,0,0,0,0,0,0
26.175,188608585,42854727,145753858,42849069,5658,0,0,0,0,0,0,145737303,16555,0,0,0,0,0,0
27.181,188608585,42854727,145753858,42849069,5658,0,0,0,0,0,0,145737303,16555,0,0,0,0,0,0
28.187,188663152,42856644,145806508,42850977,5667,0,0,0,0,0,0,145789940,16568,0,0,0,0,0,0
29.194,188663152,42856644,145806508,42850977,5667,0,0,0,0,0,0,145789940,16568,0,0,0,0,0,0
30.200,188663152,42856644,145806508,42850977,5667,0,0,0,0,0,0,145789940,16568,0,0,0,0,0,0
31.207,231205758,85368902,145836856,85358501,10401,0,0,0,0,0,0,145820186,16670,0,0,0,0,0,0
32.214,232370240,86087900,146282340,86077264,10636,0,0,0,0,0,0,146265532,16808,0,0,0,0,0,0
33.222,232376323,86091995,146284328,86081336,10659,0,0,0,0,0,0,146267502,16826,0,0,0,0,0,0
34.229,232376323,86091995,146284328,86081336,10659,0,0,0,0,0,0,146267502,16826,0,0,0,0,0,0
35.236,232376323,86091995,146284328,86081336,10659,0,0,0,0,0,0,146267502,16826,0,0,0,0,0,0
36.243,232376323,86091995,146284328,86081336,10659,0,0,0,0,0,0,146267502,16826,0,0,0,0,0,0
37.250,232376323,86091995,146284328,86081336,10659,0,0,0,0,0,0,146267502,16826,0,0,0,0,0,0
38.257,232593166,86092566,146500600,86081900,10666,0,0,0,0,0,0,146483747,16853,0,0,0,0,0,0
39.264,232899964,86354722,146545242,86343996,10726,0,0,0,0,0,0,146528350,16892,0,0,0,0,0,0
40.271,232899964,86354722,146545242,86343996,10726,0,0,0,0,0,0,146528350,16892,0,0,0,0,0,0
41.279,232899964,86354722,146545242,86343996,10726,0,0,0,0,0,0,146528350,16892,0,0,0,0,0,0
42.287,253678356,94624488,159053868,94612794,11694,0,0,0,0,0,0,159035498,18370,0,0,0,0,0,0
43.294,439048872,189399514,249649358,189376747,22767,0,0,0,0,0,0,249620090,29268,0,0,0,0,0,0
44.302,851690244,395725387,455964857,395678576,46811,0,0,0,0,0,0,455911157,53700,0,0,0,0,0,0
45.309,1264211355,601961423,662249932,601890703,70720,0,0,0,0,0,0,662171608,78324,0,0,0,0,0,0
46.317,1802712848,876811964,925900884,876709175,102789,0,0,0,0,0,0,925791249,109635,0,0,0,0,0,0
47.323,2295540518,1117566314,1177974204,1117435594,130720,0,0,0,0,0,0,1177834687,139517,0,0,0,0,0,0
48.331,2708068434,1323801847,1384266587,1323647221,154626,0,0,0,0,0,0,1384102334,164253,0,0,0,0,0,0
49.338,3120591722,1530028798,1590562924,1529850393,178405,0,0,0,0,0,0,1590373869,189055,0,0,0,0,0,0
50.346,3739366089,1839383639,1899982450,1839169349,214290,0,0,0,0,0,0,1899756573,225877,0,0,0,0,0,0
51.353,4151890783,2045622339,2106268444,2045384092,238247,0,0,0,0,0,0,2106017922,250522,0,0,0,0,0,0
52.361,4564417263,2251857714,2312559549,2251595558,262156,0,0,0,0,0,0,2312284305,275244,0,0,0,0,0,0
53.370,5139043956,2543987336,2595056620,2543691254,296082,0,0,0,0,0,0,2594747528,309092,0,0,0,0,0,0
54.377,5595768235,2767466681,2828301554,2767144442,322239,0,0,0,0,0,0,2827964425,337129,0,0,0,0,0,0
55.384,6008298413,2973728422,3034569991,2973381892,346530,0,0,0,0,0,0,3034208477,361514,0,0,0,0,0,0
56.391,6426356584,3183203301,3243153283,3182832477,370824,0,0,0,0,0,0,3242766664,386619,0,0,0,0,0,0
57.399,7039617302,3489320780,3550296522,3488914436,406344,0,0,0,0,0,0,3549873231,423291,0,0,0,0,0,0
58.405,7452126014,3695549207,3756576807,3695119069,430138,0,0,0,0,0,0,3756128953,447854,0,0,0,0,0,0
59.412,7864642281,3901784441,3962857840,3901330401,454040,0,0,0,0,0,0,3962385414,472426,0,0,0,0,0,0
60.422,8414664479,4182264310,4232400169,4181777872,486438,0,0,0,0,0,0,4231895185,504984,0,0,0,0,0,0
61.427,8895956693,4417355512,4478601181,4416841982,513530,0,0,0,0,0,0,4478066733,534448,0,0,0,0,0,0
62.434,9308474971,4623580120,4684894851,4623042847,537273,0,0,0,0,0,0,4684335644,559207,0,0,0,0,0,0
63.442,9720978553,4829818902,4891159651,4829257675,561227,0,0,0,0,0,0,4890576111,583540,0,0,0,0,0,0
64.449,10339666618,5139124465,5200542153,5138527465,597000,0,0,0,0,0,0,5199921706,620447,0,0,0,0,0,0
65.456,10752281746,5345398604,5406883142,5344777735,620869,0,0,0,0,0,0,5406237856,645286,0,0,0,0,0,0
66.463,11164775303,5551619421,5613155882,5550974861,644560,0,0,0,0,0,0,5612486152,669730,0,0,0,0,0,0
67.473,11667938463,5804326459,5863612004,5803652917,673542,0,0,0,0,0,0,5862912130,699874,0,0,0,0,0,0
68.481,12196120997,6067201740,6128919257,6066497501,704239,0,0,0,0,0,0,6128187197,732060,0,0,0,0,0,0
69.488,12608649238,6273439731,6335209507,6272711541,728190,0,0,0,0,0,0,6334452737,756770,0,0,0,0,0,0
70.496,13024750789,6482488490,6542262299,6481735931,752559,0,0,0,0,0,0,6541480812,781487,0,0,0,0,0,0
71.504,13639931704,6789023913,6850907791,6788236017,787896,0,0,0,0,0,0,6850089656,818135,0,0,0,0,0,0
72.511,14052442007,6995255693,7057186314,6994443959,811734,0,0,0,0,0,0,7056343642,842672,0,0,0,0,0,0
