time(sec),sum-all,sum-rcv,sum-trans,rcv-bytes,rcv-packets,rcv-errs,rcv-drop,rcv-fifo,rcv-frame,rcv-compressed,rcv-multicast,trans-bytes,trans-packets,trans-errs,trans-drop,trans-fifo,trans-colls,trans-carrier,trans-compressed
52.368,4976721308,2518628557,2458092751,2518331130,297427,0,0,0,0,0,0,2457806835,285916,0,0,0,0,0,0
53.375,5389235823,2724899892,2664335931,2724578045,321847,0,0,0,0,0,0,2664025993,309938,0,0,0,0,0,0
54.384,5899592831,2978365340,2921227491,2978013416,351924,0,0,0,0,0,0,2920887697,339794,0,0,0,0,0,0
55.390,6420559620,3240617195,3179942425,3240233726,383469,0,0,0,0,0,0,3179572614,369811,0,0,0,0,0,0
56.399,6833087042,3446902811,3386184231,3446494700,408111,0,0,0,0,0,0,3385790422,393809,0,0,0,0,0,0
57.406,7245595460,3653176113,3592419347,3652743543,432570,0,0,0,0,0,0,3592001645,417702,0,0,0,0,0,0
58.414,7848309304,3946568644,3901740660,3946101348,467296,0,0,0,0,0,0,3901286956,453704,0,0,0,0,0,0
59.421,8276912946,4168855488,4108057458,4168361843,493645,0,0,0,0,0,0,4107579653,477805,0,0,0,0,0,0
60.428,8689439420,4375128333,4314311087,4374610244,518089,0,0,0,0,0,0,4313809108,501979,0,0,0,0,0,0
61.437,9194610877,4625393730,4569217147,4624846130,547600,0,0,0,0,0,0,4568685534,531613,0,0,0,0,0,0
62.445,9720714433,4890801764,4829912669,4890222683,579081,0,0,0,0,0,0,4829350718,561951,0,0,0,0,0,0
63.452,10133227702,5097080134,5036147568,5096476527,603607,0,0,0,0,0,0,5035561726,585842,0,0,0,0,0,0
64.460,10545719807,5303339632,5242380175,5302711770,627862,0,0,0,0,0,0,5241770466,609709,0,0,0,0,0,0
65.467,11161280948,5609589821,5551691127,5608925900,663921,0,0,0,0,0,0,5551045479,645648,0,0,0,0,0,0
66.475,11577021541,5819013913,5758007628,5818325062,688851,0,0,0,0,0,0,5757337578,670050,0,0,0,0,0,0
67.483,11989533404,6025287057,5964246347,6024573762,713295,0,0,0,0,0,0,5963552335,694012,0,0,0,0,0,0
68.493,12545074049,6299034009,6246040040,6298288499,745510,0,0,0,0,0,0,6245313145,726895,0,0,0,0,0,0
69.500,13020793174,6540939301,6479853873,6540165327,773974,0,0,0,0,0,0,6479099800,754073,0,0,0,0,0,0
70.508,13433294752,6747204077,6686090675,6746405774,798303,0,0,0,0,0,0,6685312681,777994,0,0,0,0,0,0
71.517,13856882875,6957970475,6898912400,6957147324,823151,0,0,0,0,0,0,6898109567,802833,0,0,0,0,0,0
72.525,14464585079,7262878984,7201706095,7262019668,859316,0,0,0,0,0,0,7200867929,838166,0,0,0,0,0,0
73.532,14877066514,7469136841,7407929673,7468253299,883542,0,0,0,0,0,0,7407067775,861898,0,0,0,0,0,0
74.539,15289584513,7675413467,7614171046,7674505417,908050,0,0,0,0,0,0,7613285145,885901,0,0,0,0,0,0
75.547,15908280707,7984794630,7923486077,7983849689,944941,0,0,0,0,0,0,7922564269,921808,0,0,0,0,0,0
76.554,16320886615,8191097027,8129789588,8190127828,969199,0,0,0,0,0,0,8128843478,946110,0,0,0,0,0,0
77.562,16733417050,8397367692,8336049358,8396374090,993602,0,0,0,0,0,0,8335079387,969971,0,0,0,0,0,0
78.572,17251532500,8653946719,8597585781,8652922909,1023810,0,0,0,0,0,0,8596585391,1000390,0,0,0,0,0,0
79.579,17764675347,8913026704,8851648643,8911972331,1054373,0,0,0,0,0,0,8850618751,1029892,0,0,0,0,0,0
80.586,18177178985,9119297825,9057881160,9118219028,1078797,0,0,0,0,0,0,9056827408,1053752,0,0,0,0,0,0
81.594,18589679788,9325562588,9264117200,9324459467,1103121,0,0,0,0,0,0,9263039531,1077669,0,0,0,0,0,0
82.602,19188623571,9615206097,9573417474,9614068383,1137714,0,0,0,0,0,0,9572304021,1113453,0,0,0,0,0,0
83.609,19620954134,9841251687,9779702447,9840087331,1164356,0,0,0,0,0,0,9778565068,1137379,0,0,0,0,0,0
84.617,20033471461,10047511782,9985959679,10046323175,1188607,0,0,0,0,0,0,9984798073,1161606,0,0,0,0,0,0
