time(sec),sum-all,sum-rcv,sum-trans,rcv-bytes,rcv-packets,rcv-errs,rcv-drop,rcv-fifo,rcv-frame,rcv-compressed,rcv-multicast,trans-bytes,trans-packets,trans-errs,trans-drop,trans-fifo,trans-colls,trans-carrier,trans-compressed
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.879,1423,110,1313,108,2,0,0,0,0,0,0,1310,3,0,0,0,0,0,0
2.086,1423,110,1313,108,2,0,0,0,0,0,0,1310,3,0,0,0,0,0,0
2.294,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
2.501,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
2.709,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
2.916,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
3.124,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
3.332,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
3.540,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
3.747,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
3.955,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
4.163,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
4.370,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
4.578,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
4.786,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
4.994,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
5.201,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
5.409,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
5.617,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
5.824,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
6.032,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
6.240,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
6.447,4251,275,3976,270,5,0,0,0,0,0,0,3968,8,0,0,0,0,0,0
