time(sec),GPU0_L0,GPU0_L1,GPU0_L2,GPU0_L3,GPU1_L0,GPU1_L1,GPU1_L2,GPU1_L3,GPU2_L0,GPU2_L1,GPU2_L2,GPU2_L3,GPU2_L4,GPU3_L0,GPU3_L1,GPU3_L2,GPU3_L3,GPU3_L4
82.812929,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.816512,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.820080,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.823666,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.827249,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.830843,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.834413,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.838009,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.841565,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.845159,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.848733,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.852315,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.855886,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.859463,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.863051,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.866633,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.870219,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.873776,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.877350,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.880916,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.884503,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.888090,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.891676,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.895246,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.898830,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.902420,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.906018,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.909589,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.913147,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.916732,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.920304,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.923892,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.927486,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.931079,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.934652,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.938239,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.941809,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.945391,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.948966,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.952549,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.956125,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.959701,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.963289,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.966880,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.970471,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.974039,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.977611,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.981172,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.984760,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.988349,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.991932,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.995503,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.999088,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.002672,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.006275,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.009848,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.013412,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.016993,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.020567,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.024169,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.027751,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.031341,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.034915,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.038504,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.042076,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.045661,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.049226,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.052815,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.056394,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.059968,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.063553,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.067138,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.070725,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.074291,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.077881,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.081437,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.085025,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.088609,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.092205,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.095774,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.099361,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.102952,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.106542,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.110120,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.113678,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.117251,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.120823,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.124405,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.127989,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.131586,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.135155,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.138751,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.142322,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.145910,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.149470,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.153059,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.156636,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.160208,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.163796,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.167387,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.170973,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.174542,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.178130,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.181688,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.185267,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.188855,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.192446,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.196013,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.199597,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.203186,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.206778,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.210360,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.213937,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.217509,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.221075,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.224663,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.228252,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.231838,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.235406,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.239003,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.242571,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.246175,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.249740,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.253320,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.256895,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.260470,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.264055,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.267641,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.271227,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.274796,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.278386,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.281961,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.285536,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.289124,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.292708,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.296275,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.300109,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.303698,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.307287,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.310869,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.314442,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.318027,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.321584,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.325156,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.328743,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.332328,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.335896,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.339494,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.343083,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.346676,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.350293,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.353869,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.357439,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.361016,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.364606,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.368194,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.371780,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.375353,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.378940,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.382510,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.386106,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.389685,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.393257,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.396824,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.400424,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.404008,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.407598,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.411182,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.414756,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.418345,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.421917,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.425492,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.429077,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.432660,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.436232,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.439821,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.443394,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.446989,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.450563,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.454149,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.457731,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.461290,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.464878,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.468474,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.472063,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.475635,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.479223,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.482790,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.486598,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.490184,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.493764,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.497320,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.500900,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.504486,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.508077,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.511665,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.515233,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.518828,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.522400,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.525990,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.529565,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.533147,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.536719,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.540305,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.543888,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.547484,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.551054,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.554638,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.558227,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.561796,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.565371,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.568957,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.572551,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.576120,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.579714,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.583287,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.586873,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.590459,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.594044,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.597606,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.601171,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.604756,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.608356,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.611939,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.615510,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.619102,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.622671,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.626257,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.629845,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.633417,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.636983,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.640565,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.644148,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.647740,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.651416,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.655001,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.658611,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.662180,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.665756,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.669332,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.672921,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.676488,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.680080,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.683652,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.687485,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.691062,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.694648,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.698233,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.701802,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.705377,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.708969,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.712557,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.716125,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.719720,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.723292,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.726877,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.730468,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.734051,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.737608,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.741177,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.744766,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.748363,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.751936,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.755514,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.759100,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.762669,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.766261,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.769850,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.773424,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.776994,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.780591,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.784164,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.787975,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.791551,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.795134,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.798722,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.802294,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.805876,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.809453,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.813034,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.816605,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.820194,120566692,241132964,241132964,120566272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
