Time(sec),sum,GPU0_L0_rx,GPU0_L0_tx,GPU0_L1_rx,GPU0_L1_tx,GPU0_L2_rx,GPU0_L2_tx,GPU0_L3_rx,GPU0_L3_tx,GPU0_L4_rx,GPU0_L4_tx,GPU0_L5_rx,GPU0_L5_tx,GPU1_L0_rx,GPU1_L0_tx,GPU1_L1_rx,GPU1_L1_tx,GPU1_L2_rx,GPU1_L2_tx,GPU1_L3_rx,GPU1_L3_tx,GPU1_L4_rx,GPU1_L4_tx,GPU1_L5_rx,GPU1_L5_tx,GPU2_L0_rx,GPU2_L0_tx,GPU2_L1_rx,GPU2_L1_tx,GPU2_L2_rx,GPU2_L2_tx,GPU2_L3_rx,GPU2_L3_tx,GPU2_L4_rx,GPU2_L4_tx,GPU2_L5_rx,GPU2_L5_tx,GPU3_L0_rx,GPU3_L0_tx,GPU3_L1_rx,GPU3_L1_tx,GPU3_L2_rx,GPU3_L2_tx,GPU3_L3_rx,GPU3_L3_tx,GPU3_L4_rx,GPU3_L4_tx,GPU3_L5_rx,GPU3_L5_tx,GPU4_L0_rx,GPU4_L0_tx,GPU4_L1_rx,GPU4_L1_tx,GPU4_L2_rx,GPU4_L2_tx,GPU4_L3_rx,GPU4_L3_tx,GPU4_L4_rx,GPU4_L4_tx,GPU4_L5_rx,GPU4_L5_tx,GPU5_L0_rx,GPU5_L0_tx,GPU5_L1_rx,GPU5_L1_tx,GPU5_L2_rx,GPU5_L2_tx,GPU5_L3_rx,GPU5_L3_tx,GPU5_L4_rx,GPU5_L4_tx,GPU5_L5_rx,GPU5_L5_tx,GPU6_L0_rx,GPU6_L0_tx,GPU6_L1_rx,GPU6_L1_tx,GPU6_L2_rx,GPU6_L2_tx,GPU6_L3_rx,GPU6_L3_tx,GPU6_L4_rx,GPU6_L4_tx,GPU6_L5_rx,GPU6_L5_tx,GPU7_L0_rx,GPU7_L0_tx,GPU7_L1_rx,GPU7_L1_tx,GPU7_L2_rx,GPU7_L2_tx,GPU7_L3_rx,GPU7_L3_tx,GPU7_L4_rx,GPU7_L4_tx,GPU7_L5_rx,GPU7_L5_tx
69.834522,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.160902,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.476592,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.795147,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.101570,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.423674,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.743865,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.065103,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.384907,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.703972,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.024252,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.345780,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.665640,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.987927,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.311900,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.637058,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.958195,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.281968,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.601124,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.907637,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.218784,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.538911,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.867498,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.198350,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.517549,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.845261,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.175719,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.498497,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.817364,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.139924,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.461256,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.784862,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.113356,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.440673,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.785728,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.097440,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.472198,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.801620,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.114477,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.440591,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.774499,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.097283,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.433517,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.770737,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.101815,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.434890,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.761342,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.091635,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.420507,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.746321,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.078772,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.409721,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.740032,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.067212,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.408885,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.738863,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.068207,6556672000,0,409816000,0,819584000,0,819584000,0,409816000,0,409768000,0,409768000,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,0,0,819584000,0,0,0,0,0,0,0,0,0,0,0,409816000,0,0,0,0,0,409768000,0,409816000,0,0,0,0,0,0,0,0,0,409768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
