Time(sec),sum,GPU0_L0_rx,GPU0_L0_tx,GPU0_L1_rx,GPU0_L1_tx,GPU0_L2_rx,GPU0_L2_tx,GPU0_L3_rx,GPU0_L3_tx,GPU0_L4_rx,GPU0_L4_tx,GPU0_L5_rx,GPU0_L5_tx,GPU1_L0_rx,GPU1_L0_tx,GPU1_L1_rx,GPU1_L1_tx,GPU1_L2_rx,GPU1_L2_tx,GPU1_L3_rx,GPU1_L3_tx,GPU1_L4_rx,GPU1_L4_tx,GPU1_L5_rx,GPU1_L5_tx,GPU2_L0_rx,GPU2_L0_tx,GPU2_L1_rx,GPU2_L1_tx,GPU2_L2_rx,GPU2_L2_tx,GPU2_L3_rx,GPU2_L3_tx,GPU2_L4_rx,GPU2_L4_tx,GPU2_L5_rx,GPU2_L5_tx,GPU3_L0_rx,GPU3_L0_tx,GPU3_L1_rx,GPU3_L1_tx,GPU3_L2_rx,GPU3_L2_tx,GPU3_L3_rx,GPU3_L3_tx,GPU3_L4_rx,GPU3_L4_tx,GPU3_L5_rx,GPU3_L5_tx,GPU4_L0_rx,GPU4_L0_tx,GPU4_L1_rx,GPU4_L1_tx,GPU4_L2_rx,GPU4_L2_tx,GPU4_L3_rx,GPU4_L3_tx,GPU4_L4_rx,GPU4_L4_tx,GPU4_L5_rx,GPU4_L5_tx,GPU5_L0_rx,GPU5_L0_tx,GPU5_L1_rx,GPU5_L1_tx,GPU5_L2_rx,GPU5_L2_tx,GPU5_L3_rx,GPU5_L3_tx,GPU5_L4_rx,GPU5_L4_tx,GPU5_L5_rx,GPU5_L5_tx,GPU6_L0_rx,GPU6_L0_tx,GPU6_L1_rx,GPU6_L1_tx,GPU6_L2_rx,GPU6_L2_tx,GPU6_L3_rx,GPU6_L3_tx,GPU6_L4_rx,GPU6_L4_tx,GPU6_L5_rx,GPU6_L5_tx,GPU7_L0_rx,GPU7_L0_tx,GPU7_L1_rx,GPU7_L1_tx,GPU7_L2_rx,GPU7_L2_tx,GPU7_L3_rx,GPU7_L3_tx,GPU7_L4_rx,GPU7_L4_tx,GPU7_L5_rx,GPU7_L5_tx
100.071760,391835208000,2869128000,3261160000,5736664000,6519120000,8979064000,9848416000,2888080000,3290664000,2869136000,3261168000,2888184000,3290664000,3484944000,3441248000,9848416000,8979064000,7387352000,7294368000,3692872000,3646616000,3484928000,3441296000,3697104000,3646608000,4161336000,4164992000,3646616000,3697064000,6519120000,5753448000,2033184000,2035352000,3646608000,3697104000,2033208000,2035336000,2035352000,2033200000,7294368000,7387352000,3261176000,2869128000,7164680000,7272176000,2035344000,2033224000,3261168000,2869136000,3291192000,2888080000,3609768000,3650864000,4223560000,4196184000,3715856000,3707472000,3609736000,3650920000,3291192000,2888184000,3707472000,3715856000,6755672000,6846312000,1875664000,1870360000,3441256000,3484944000,3441304000,3484936000,1875664000,1870344000,1870360000,1875664000,4196216000,4223560000,3622160000,3682232000,4165024000,4161360000,1870360000,1876712000,3622200000,3682224000,7272200000,7164744000,3684592000,3622160000,6854712000,6755680000,3655064000,3613984000,3684576000,3631640000,3655120000,3613936000
100.411955,405354640000,2977480000,3358344000,5952448000,6715488000,9243432000,10157936000,2986224000,3389336000,2977464000,3358328000,2986336000,3389336000,3618680000,3552352000,10157936000,9243432000,7655048000,7527552000,3826080000,3762936000,3618656000,3552408000,3826128000,3762912000,4297840000,4308896000,3762944000,3826080000,6715488000,5952984000,2106288000,2106072000,3762912000,3826128000,2106312000,2106056000,2106072000,2106288000,7527560000,7655048000,3358936000,2977480000,7417208000,7524520000,2106320000,2106312000,3358920000,2977464000,3389336000,2995672000,3739032000,3787968000,4364688000,4347864000,3861232000,3842328000,3738992000,3788024000,3389336000,3004168000,3842328000,3861232000,6991672000,7106936000,1939416000,1948856000,3556576000,3620776000,3556624000,3620760000,1939424000,1948840000,1948856000,1939424000,4366760000,4366784000,3756968000,3806272000,4309032000,4302568000,1949104000,1939432000,3757008000,3806248000,7524520000,7417736000,3806272000,3756968000,7111664000,6991672000,3787976000,3739304000,3806248000,3757008000,3789080000,3739256000
100.798978,425316384000,3109200000,3518976000,6216584000,7036176000,9770080000,10589672000,3140496000,3550352000,3109152000,3518968000,3140640000,3550368000,3766752000,3766720000,10589672000,9770080000,7973304000,7973304000,3985736000,3985784000,3766736000,3766768000,3985792000,3985744000,4519296000,4519296000,3985784000,3985736000,7036176000,6216584000,2209896000,2209904000,3985744000,3985792000,2209912000,2209896000,2209904000,2209896000,7973304000,7973304000,3518976000,3109200000,7838560000,7838560000,2209896000,2209912000,3518968000,3109152000,3550352000,3140496000,3950704000,3950648000,4583848000,4583848000,4044552000,4044552000,3950632000,3950696000,3550368000,3140640000,4044552000,4044552000,7398752000,7398752000,2040624000,2040632000,3766720000,3766752000,3766768000,3766736000,2040624000,2040616000,2040632000,2040624000,4583848000,4583848000,3969000000,3969040000,4519296000,4519296000,2040616000,2040624000,3969040000,3969008000,7838560000,7838560000,3969040000,3969000000,7398752000,7398752000,3950648000,3950704000,3969008000,3969040000,3950696000,3950632000
101.119381,438402576000,3206360000,3616144000,6410856000,7230448000,10075392000,10894984000,3238632000,3648496000,3206312000,3616128000,3238792000,3648512000,3884464000,3884432000,10894984000,10075392000,8222472000,8222472000,4110296000,4110336000,3884440000,3884480000,4110344000,4110304000,4660520000,4660520000,4110336000,4110296000,7230448000,6410856000,2278952000,2278968000,4110304000,4110344000,2278968000,2278952000,2278968000,2278952000,8222472000,8222472000,3616144000,3206360000,8083512000,8083520000,2278952000,2278968000,3616128000,3206312000,3648496000,3238632000,4074168000,4074104000,4727088000,4727088000,4170944000,4170944000,4074088000,4074160000,3648512000,3238792000,4170944000,4170944000,7629960000,7629960000,2104392000,2104400000,3884432000,3884464000,3884480000,3884440000,2104392000,2104384000,2104400000,2104392000,4727088000,4727088000,4093024000,4093064000,4660520000,4660520000,2104384000,2104392000,4093080000,4093040000,8083520000,8083512000,4093064000,4093024000,7629960000,7629960000,4074104000,4074168000,4093040000,4093080000,4074160000,4074088000
101.443617,451488832000,3303520000,3713304000,6605120000,7424712000,10380712000,11200296000,3336776000,3746640000,3303480000,3713280000,3336928000,3746656000,4002184000,4002144000,11200296000,10380712000,8471632000,8471632000,4234848000,4234896000,4002152000,4002192000,4234904000,4234856000,4801752000,4801752000,4234896000,4234848000,7424712000,6605120000,2348016000,2348032000,4234856000,4234904000,2348032000,2348008000,2348032000,2348016000,8471632000,8471632000,3713304000,3303520000,8328472000,8328472000,2348008000,2348032000,3713280000,3303480000,3746640000,3336776000,4197624000,4197560000,4870336000,4870336000,4297336000,4297336000,4197552000,4197616000,3746656000,3336928000,4297336000,4297336000,7861168000,7861168000,2168168000,2168168000,4002144000,4002184000,4002192000,4002152000,2168160000,2168152000,2168168000,2168168000,4870336000,4870336000,4217064000,4217104000,4801752000,4801752000,2168152000,2168160000,4217104000,4217064000,8328472000,8328472000,4217104000,4217064000,7861168000,7861168000,4197560000,4197624000,4217064000,4217104000,4197616000,4197552000
101.757808,465562528000,3400704000,3810472000,6799392000,7618984000,10686024000,11505616000,3434936000,3844784000,3400648000,3810440000,3435088000,3844800000,4119888000,4119848000,11505616000,10686024000,8720800000,8720800000,4359400000,4359456000,4119864000,4119904000,4359456000,4359408000,4942976000,4942976000,4359456000,4359400000,7618984000,6799392000,2417072000,2417096000,4359408000,4359456000,2417088000,2417072000,2417096000,2417072000,8720800000,8720800000,3810472000,3400704000,8573440000,8639032000,2417072000,2417088000,3810440000,3400648000,3844784000,3434936000,4337856000,4353816000,5047136000,5013648000,4457280000,4423792000,4337784000,4353872000,3844800000,3435088000,4423792000,4457280000,8092448000,8157984000,2231968000,2248744000,4119880000,4157640000,4119936000,4157616000,2231960000,2248736000,2248744000,2231968000,5047200000,5047136000,4341128000,4373944000,4942976000,4943008000,2248736000,2231992000,4357952000,4373904000,8639032000,8607000000,4373944000,4357904000,8158000000,8092512000,4353832000,4337888000,4373904000,4357952000,4353888000,4337816000
102.103582,479105368000,3497880000,3907632000,6993696000,7813248000,10991368000,11810928000,3533072000,3942928000,3497800000,3907600000,3533240000,3942944000,4308920000,4237560000,11810928000,10991368000,8969968000,8969968000,4483960000,4484008000,4308896000,4237616000,4521760000,4483960000,5084208000,5117824000,4484008000,4521704000,7813248000,7069208000,2486136000,2502936000,4483960000,4521768000,2486144000,2502920000,2503000000,2486136000,8969968000,8969968000,3907632000,3497880000,8818384000,8883984000,2502984000,2486144000,3907600000,3497800000,3942928000,3533072000,4444536000,4477280000,5156824000,5156896000,4609024000,4550120000,4444472000,4477328000,3942944000,3533240000,4550120000,4609024000,8323592000,8473192000,2295704000,2320960000,4237560000,4318368000,4237616000,4318352000,2295696000,2320952000,2320960000,2295704000,5156896000,5156824000,4465128000,4465168000,5134704000,5084208000,2320952000,2295696000,4465168000,4465128000,8883984000,8818384000,4465168000,4465128000,8492072000,8323592000,4477280000,4444536000,4465128000,4465168000,4477328000,4444472000
102.460825,497033416000,3657216000,4037416000,7312856000,8068528000,11421056000,12286216000,3682624000,4074744000,3657152000,4037384000,3682816000,4074744000,4442656000,4382664000,12286216000,11421056000,9393824000,9286512000,4697960000,4642488000,4442632000,4382728000,4698016000,4642440000,5293280000,5297488000,4642488000,4697960000,8068528000,7312864000,2588072000,2589488000,4642440000,4698016000,2588064000,2589472000,2589488000,2588072000,9286512000,9393824000,4037416000,3657216000,9128576000,9233944000,2589472000,2588072000,4037384000,3657152000,4074744000,3682632000,4601672000,4652176000,5370592000,5350576000,4745960000,4727064000,4601584000,4652224000,4074744000,3682816000,4727072000,4745976000,8605376000,8725408000,2387144000,2395232000,4382928000,4442656000,4382992000,4442632000,2387128000,2395232000,2395232000,2387144000,5350584000,5370592000,4623848000,4677128000,5297496000,5294464000,2395232000,2387128000,4623896000,4677096000,9238664000,9128584000,4677128000,4623856000,8725408000,8607472000,4652184000,4601672000,4677096000,4623904000,4652232000,4601584000
102.782729,516046264000,3771592000,4174272000,7507464000,8346384000,11802720000,12677232000,3808800000,4212536000,3771576000,4178464000,3808984000,4216736000,4579904000,4571960000,12685624000,11869848000,9682080000,9680008000,4839936000,4838960000,4584112000,4572032000,4849432000,4838920000,5486200000,5491392000,4838960000,4849384000,8373688000,7560016000,2690344000,2685120000,4848392000,4849472000,2690320000,2685112000,2689312000,2692440000,9703168000,9716880000,4198704000,3789080000,9553248000,9552696000,2690952000,2693048000,4199088000,3789272000,4237360000,3827480000,4814928000,4814864000,5586560000,5586560000,4929296000,4929296000,4814832000,4814896000,4237368000,3827656000,4929296000,4929296000,9017224000,9017224000,2487024000,2487008000,4590688000,4590720000,4590752000,4590712000,2487000000,2487008000,2487008000,2487024000,5586560000,5586560000,4837224000,4837264000,5507888000,5507888000,2487008000,2487000000,4837264000,4837224000,9553248000,9553248000,4837264000,4837224000,9017224000,9017224000,4814864000,4814928000,4837224000,4837264000,4814896000,4814832000
103.097050,530006384000,3886512000,4296280000,7770736000,8590328000,12212600000,13032192000,3925624000,4335504000,3886432000,4296256000,3925792000,4335512000,4708432000,4708400000,13032192000,12212600000,9966632000,9966632000,4982176000,4982232000,4708424000,4708464000,4982232000,4982184000,5649120000,5649120000,4982232000,4982176000,8590328000,7770736000,2762384000,2762384000,4982184000,4982232000,2762376000,2762376000,2762384000,2762384000,9966632000,9966632000,4296280000,3886512000,9798200000,9798200000,2762376000,2762376000,4296256000,3886432000,4335504000,3925624000,4938384000,4938328000,5729808000,5729808000,5055688000,5055688000,4938296000,4938352000,4335512000,3925792000,5055688000,5055688000,9248440000,9248440000,2550792000,2550776000,4708400000,4708432000,4708464000,4708424000,2550768000,2550784000,2550776000,2550792000,5729808000,5729808000,4961256000,4961288000,5649120000,5649120000,2550784000,2550768000,4961296000,4961264000,9798200000,9798200000,4961288000,4961256000,9248440000,9248440000,4938328000,4938384000,4961264000,4961296000,4938352000,4938296000
103.438931,543565208000,3983672000,4393440000,7965032000,8784592000,12517912000,13337504000,4023792000,4433640000,3983592000,4393416000,4023944000,4433656000,4826152000,4826112000,13337504000,12517912000,10215792000,10215792000,5106736000,5106784000,4826136000,4826168000,5106784000,5106736000,5790344000,5790408000,5106784000,5106736000,8784592000,7965032000,2831448000,2831440000,5106736000,5106784000,2831424000,2831440000,2831440000,2831448000,10215792000,10215792000,4393440000,3983672000,10043160000,10043160000,2831440000,2831424000,4393416000,3983592000,4433640000,4023792000,5061848000,5094584000,5873056000,5873120000,5215632000,5182080000,5061744000,5094608000,4433656000,4023944000,5182080000,5215632000,9479648000,9545264000,2614568000,2631360000,4826112000,4863896000,4826168000,4863880000,2614536000,2631360000,2631360000,2614568000,5873120000,5873056000,5085288000,5085328000,5790408000,5790344000,2631368000,2614536000,5085328000,5085288000,10043160000,10043160000,5085328000,5085288000,9545280000,9479648000,5094584000,5061848000,5085288000,5085328000,5094608000,5061744000
103.748771,560216432000,4118640000,4490608000,8234832000,8978864000,12898824000,13642824000,4159696000,4531784000,4118544000,4490568000,4159840000,4531792000,4981616000,4960672000,13642824000,12898824000,10607600000,10517536000,5302608000,5248168000,4981608000,4960736000,5302664000,5248120000,5965224000,5965224000,5248176000,5302608000,8978864000,8234832000,2917344000,2917352000,5248120000,5302664000,2926752000,2917344000,2917352000,2926784000,10517544000,10607616000,4490608000,4122832000,10321816000,10437696000,2926784000,2926760000,4490568000,4122744000,4531784000,4163912000,5202136000,5255840000,6075168000,6058376000,5358936000,5350576000,5202056000,5255872000,4531792000,4164064000,5350576000,5358936000,9744544000,9852024000,2699400000,2695152000,4964888000,5015176000,4964952000,5015168000,2699384000,2699336000,2699344000,2699416000,6058408000,6075200000,5230344000,5284160000,5973648000,5984128000,2699336000,2699384000,5230376000,5284120000,10437712000,10340688000,5284160000,5230344000,9852056000,9744568000,5260040000,5210528000,5284120000,5230376000,5260072000,5210456000
104.056606,574080960000,4220008000,4587776000,8437528000,9173128000,13231432000,13948136000,4262064000,4629928000,4219904000,4587728000,4262200000,4629944000,5142336000,5086816000,13948136000,13231432000,10875656000,10775144000,5427176000,5386376000,5142320000,5086872000,5427224000,5386328000,6125352000,6114912000,5386392000,5427176000,9173128000,8437528000,2995848000,2995856000,5386344000,5427224000,2995816000,2995856000,2995856000,2995848000,10775176000,10875656000,4587776000,4229440000,10594048000,10682672000,2995856000,2995816000,4587728000,4229344000,4629928000,4262072000,5338224000,5383496000,6218480000,6210040000,5493800000,5477032000,5338144000,5383536000,4629944000,4271648000,5485416000,5493800000,9992624000,10091672000,2767384000,2767352000,5087872000,5142336000,5087920000,5142328000,2767360000,2767328000,2767352000,2767384000,6210048000,6226864000,5358608000,5417632000,6123304000,6133808000,2767336000,2768408000,5358648000,5417600000,10701544000,10594112000,5417640000,5358608000,10110544000,9992632000,5392936000,5342416000,5417600000,5358648000,5392968000,5342344000
104.369927,588727640000,4335000000,4718608000,8672200000,9433128000,13553528000,14428144000,4380408000,4762792000,4334904000,4718568000,4380552000,4762808000,5266624000,5204528000,14428144000,13553528000,11133256000,11024336000,5567744000,5510960000,5266616000,5204584000,5567808000,5510896000,6279752000,6285552000,5510960000,5569840000,9435248000,8672208000,3069144000,3072304000,5513256000,5569904000,3071456000,3072304000,3072304000,3071504000,11028536000,11133264000,4718624000,4335000000,10846584000,10948624000,3072304000,3071456000,4718584000,4334904000,4763328000,4380672000,5467472000,5519832000,6372224000,6374848000,5631776000,5616584000,5467384000,5519856000,4763344000,4380824000,5616584000,5631776000,10228608000,10348616000,2832224000,2841896000,5205592000,5268720000,5205640000,5268720000,2832192000,2841872000,2841896000,2832224000,6374848000,6372240000,5493416000,5542728000,6286088000,6279760000,2841880000,2832192000,5493448000,5542688000,10948632000,10846584000,5542728000,5493416000,10348624000,10228624000,5520096000,5467744000,5542688000,5493456000,5520120000,5467656000
104.697385,602393896000,4434536000,4812624000,8861752000,9622672000,13858848000,14728736000,4476184000,4859872000,4434432000,4812576000,4478704000,4859896000,5384336000,5323296000,14728736000,13858848000,11391352000,11277704000,5692296000,5637880000,5384320000,5323352000,5692360000,5637816000,6424288000,6426776000,5637880000,5692304000,9627392000,8866472000,3141616000,3141352000,5637816000,5692360000,3141584000,3141344000,3141352000,3141616000,11279808000,11391352000,4814720000,4434800000,11083960000,11198320000,3141344000,3141584000,4814672000,4434688000,4860928000,4478544000,5589336000,5643288000,6517088000,6518232000,5758696000,5742992000,5590320000,5643584000,4861752000,4495896000,5742992000,5758696000,10459288000,10580360000,2897312000,2905736000,5324632000,5387032000,5324680000,5387016000,2897280000,2905720000,2905736000,2897312000,6518232000,6517088000,5650312000,5669392000,6427552000,6424288000,2905720000,2897280000,5650376000,5669352000,11232552000,11157696000,5669392000,5650328000,10580360000,10564648000,5643552000,5661792000,5669352000,5688160000,5643584000,5665912000
105.003632,621246640000,4565792000,4951600000,9114120000,9900568000,14312368000,15119760000,4612632000,5001864000,4565696000,4955752000,4612784000,5001896000,5532408000,5513664000,15147040000,14331248000,11709592000,11692232000,5848184000,5846952000,5532400000,5525256000,5848240000,5849248000,6637712000,6634384000,5849336000,5852424000,9949656000,9129432000,3245816000,3245800000,5854064000,5854112000,3245776000,3245792000,3245800000,3245816000,11710792000,11710792000,4976424000,4566656000,11512888000,11512888000,3245792000,3245776000,4976376000,4566552000,5022488000,4612632000,5802592000,5802536000,6732528000,6732528000,5940432000,5940432000,5802504000,5802568000,5022528000,4612784000,5940432000,5940432000,10866912000,10866912000,2997184000,2997184000,5532384000,5532408000,5532432000,5532400000,2997152000,2997152000,2997184000,2997184000,6732528000,6732528000,5829480000,5829520000,6637712000,6637712000,2997152000,2997152000,5829520000,5829480000,11512888000,11512888000,5829520000,5829480000,10866912000,10866912000,5802536000,5802592000,5829480000,5829520000,5802568000,5802504000
105.332897,633835904000,4655568000,5048744000,9289504000,10094832000,14617704000,15425072000,4692032000,5095808000,4659656000,5052912000,4692184000,5100040000,5622448000,5631392000,15452352000,14636624000,11951880000,11941448000,5974592000,5969432000,5622504000,5640888000,5978072000,5969368000,6740368000,6777744000,5973632000,5978032000,10139448000,9323688000,3310872000,3314272000,5974160000,5978072000,3312936000,3314848000,3314856000,3313560000,11951040000,11957336000,5073432000,4662512000,11647608000,11755224000,3314848000,3313528000,5073384000,4663712000,5120632000,4708912000,5875168000,5924112000,6845688000,6872008000,6064192000,6063064000,5875072000,5924144000,5120664000,4709072000,6063104000,6066296000,11071864000,11097592000,3059560000,3060952000,5650096000,5650120000,5650136000,5650112000,3060856000,3060920000,3060952000,3060944000,6875768000,6875768000,5953512000,5953552000,6778944000,6778944000,3060920000,3060928000,5953552000,5953512000,11757848000,11757840000,5953552000,5953512000,11098128000,11098128000,5925992000,5926064000,5953512000,5953552000,5926024000,5925952000
105.665441,647719920000,4759016000,5150128000,9515776000,10316384000,14955016000,15774448000,4808928000,5215984000,4760888000,5170440000,4809064000,5218552000,5767832000,5767808000,15780024000,14960440000,12209120000,12209120000,6103184000,6103232000,5767824000,5767848000,6103224000,6103176000,6920168000,6920168000,6103232000,6103184000,10338744000,9519152000,3383928000,3383920000,6103176000,6103224000,3383904000,3383912000,3383920000,3383928000,12209120000,12209120000,5170736000,4760968000,12002800000,12002800000,3383912000,3383904000,5170704000,4760888000,5218768000,4808928000,6049512000,6049448000,7019016000,7019016000,6193216000,6193216000,6049416000,6049480000,5218816000,4809064000,6193216000,6193216000,11329336000,11329336000,3124712000,3124720000,5767808000,5767832000,5767848000,5767824000,3124696000,3124688000,3124720000,3124712000,7019016000,7019016000,6077536000,6077592000,6920168000,6920168000,3124688000,3124696000,6077592000,6077536000,12002800000,12002800000,6077592000,6077536000,11329336000,11329336000,6049448000,6049512000,6077536000,6077592000,6049480000,6049416000
105.983775,659802688000,4840376000,5205304000,9644416000,10483320000,15161168000,16035648000,4888328000,5292064000,4840352000,5243024000,4888520000,5292112000,5857936000,5833240000,16035648000,15228296000,12441792000,12420832000,6202720000,6209064000,5874704000,5866832000,6202744000,6209016000,7022856000,7011344000,6209072000,6219504000,10491776000,9696928000,3444752000,3444752000,6218472000,6224800000,3449192000,3450000000,3450016000,3449216000,12448176000,12450744000,5267480000,4857048000,12247728000,12240208000,3450008000,3452944000,5267864000,4858048000,5316912000,4907080000,6172976000,6172912000,7162264000,7162264000,6319616000,6319616000,6172872000,6172944000,5316960000,4907200000,6319616000,6319616000,11560544000,11560552000,3188488000,3188488000,5885520000,5885544000,5885552000,5885536000,3188464000,3188464000,3188488000,3188488000,7162264000,7162264000,6201568000,6201624000,7061400000,7061400000,3188464000,3188464000,6201624000,6201568000,12247752000,12247752000,6201624000,6201568000,11560552000,11560544000,6172912000,6172976000,6201568000,6201624000,6172944000,6172872000
106.312291,673955056000,4955296000,5365064000,9907688000,10727280000,15571064000,16390656000,5005224000,5415056000,4955208000,5365024000,5005336000,5415104000,6003248000,6003232000,16390656000,15571064000,12707456000,12707456000,6352312000,6352344000,6003248000,6003264000,6352320000,6352280000,7202624000,7202624000,6352344000,6352312000,10727280000,9907688000,3522048000,3522040000,6352280000,6352320000,3522024000,3522024000,3522040000,3522048000,12707456000,12707456000,5365064000,4955296000,12492704000,12492712000,3522024000,3522024000,5365024000,4955208000,5415056000,5005224000,6296424000,6296368000,7305504000,7305504000,6446008000,6446008000,6296336000,6296400000,5415104000,5005336000,6446008000,6446008000,11791760000,11791760000,3252256000,3252256000,6003232000,6003248000,6003264000,6003248000,3252232000,3252240000,3252256000,3252256000,7305504000,7305504000,6325608000,6325656000,7202624000,7202624000,3252240000,3252232000,6325648000,6325600000,12492712000,12492704000,6325656000,6325608000,11791760000,11791760000,6296368000,6296424000,6325600000,6325648000,6296400000,6296336000
106.618042,687172528000,5052456000,5462224000,10101952000,10921544000,15876384000,16695968000,5103376000,5513200000,5052376000,5462192000,5103472000,5513240000,6120960000,6120944000,16695968000,15876384000,12956616000,12956616000,6476864000,6476896000,6120960000,6120976000,6476872000,6476840000,7343856000,7343856000,6476896000,6476864000,10921544000,10101952000,3591112000,3591104000,6476840000,6476872000,3591080000,3591080000,3591104000,3591112000,12956616000,12956616000,5462224000,5052456000,12737664000,12737664000,3591080000,3591080000,5462192000,5052376000,5513200000,5103392000,6419880000,6452624000,7448752000,7448752000,6572400000,6572400000,6419800000,6452664000,5513240000,5103488000,6572400000,6572400000,12022968000,12022968000,3316024000,3316024000,6120944000,6120960000,6120976000,6120960000,3316000000,3316008000,3316024000,3316024000,7448752000,7448752000,6449632000,6449688000,7343856000,7343856000,3316008000,3316000000,6449688000,6449632000,12737664000,12737664000,6449688000,6449632000,12022968000,12022968000,6452624000,6419880000,6449632000,6449688000,6452664000,6419800000
106.971736,700906904000,5149616000,5559384000,10296224000,11115816000,16181696000,17001288000,5201520000,5611352000,5149536000,5559360000,5201616000,5611376000,6238680000,6238656000,17001288000,16181696000,13205784000,13205784000,6601416000,6601448000,6238664000,6238688000,6601432000,6601400000,7485080000,7485080000,6601448000,6601416000,11115816000,10296256000,3660160000,3660168000,6601400000,6601432000,3660144000,3660144000,3660168000,3660160000,13205784000,13205784000,5559384000,5149632000,12982616000,13048224000,3660152000,3660144000,5559360000,5149552000,5611352000,5201520000,6543336000,6543280000,7592000000,7592000000,6732408000,6698792000,6543264000,6543320000,5611376000,5201616000,6698792000,6732408000,12254176000,12319816000,3379800000,3396616000,6238656000,6276440000,6238688000,6309976000,3379768000,3396592000,3396616000,3379800000,7592000000,7592000000,6573672000,6573728000,7518720000,7485080000,3396600000,3379768000,6573712000,6606456000,13048224000,12982616000,6606528000,6573672000,12395344000,12254176000,6576088000,6543336000,6606456000,6573712000,6576120000,6543264000
107.300262,715673224000,5246776000,5656552000,10566040000,11310112000,16487040000,17382112000,5299680000,5726336000,5246704000,5673376000,5299792000,5726360000,6356392000,6356368000,17449240000,16487040000,13454952000,13454952000,6797296000,6726008000,6356376000,6356400000,6797312000,6725952000,7626312000,7668384000,6726008000,6797304000,11362624000,10574488000,3729216000,3755528000,6725960000,6806752000,3729216000,3755496000,3755528000,3729216000,13488520000,13454952000,5687048000,5246776000,13280152000,13227576000,3759688000,3729216000,5687032000,5246704000,5743152000,5341648000,6692032000,6737336000,7735240000,7777320000,6858800000,6867280000,6691952000,6737376000,5743176000,5341760000,6867280000,6858800000,12527488000,12551008000,3443568000,3460376000,6373208000,6394144000,6373240000,6394128000,3443536000,3460360000,3460384000,3443568000,7777352000,7735240000,6718736000,6697760000,7695696000,7626312000,3460360000,3443536000,6718784000,6697688000,13227576000,13280160000,6697760000,6718736000,12551024000,12527488000,6741536000,6696232000,6697688000,6718808000,6741576000,6696152000
107.615027,729414736000,5343944000,5753704000,10684792000,11504352000,16792360000,17611920000,5457632000,5807632000,5343880000,5753688000,5457744000,5807664000,6554864000,6474080000,17611920000,16792360000,13704120000,13704120000,6850528000,6850568000,6554856000,6474112000,6850536000,6850504000,7820080000,7767536000,6850568000,6850528000,11504384000,10684792000,3798280000,3798288000,6850504000,6850536000,3798272000,3798256000,3798288000,3798280000,13704120000,13704120000,5770488000,5343944000,13525112000,13538128000,3798256000,3798272000,5770536000,5343880000,5824472000,5457632000,6819688000,6875496000,7937424000,7947904000,7018896000,7004256000,6819608000,6875544000,5832896000,5457744000,7004256000,7018904000,12758736000,12885088000,3532616000,3542032000,6474080000,6559080000,6474112000,6559072000,3532592000,3542016000,3542040000,3532616000,7950008000,7945808000,6846984000,6906032000,7801176000,7828544000,3542016000,3532592000,6847032000,6905968000,13538128000,13533544000,6906032000,6846984000,12887200000,12767152000,6875496000,6819720000,6905968000,6847040000,6875544000,6819640000
107.940806,745653616000,5492520000,5881392000,10963032000,11759624000,17222040000,18087200000,5547392000,5939432000,5492480000,5881368000,5547480000,5939480000,6681256000,6619192000,18091928000,17222040000,14123248000,14020664000,7060072000,7009040000,6681240000,6619216000,7060072000,7008984000,7974496000,7978152000,7009040000,7060072000,11766464000,10998696000,3900200000,3899976000,7008984000,7060072000,3900192000,3899936000,3899976000,3900200000,14020664000,14123256000,5884552000,5500920000,13784832000,13888080000,3899936000,3900192000,5884536000,5500880000,5940504000,5555792000,6948440000,6998952000,8091184000,8093248000,7148480000,7130648000,6948368000,6999000000,5940544000,5555880000,7130648000,7148480000,13002608000,13123152000,3597456000,3607136000,6619192000,6681256000,6619216000,6681248000,3597432000,3607112000,3607136000,3597456000,8093256000,8091184000,6981520000,7031128000,7980288000,7974496000,3607112000,3597432000,6981576000,7031056000,13888096000,13784864000,7031128000,6981520000,13123680000,13002608000,6998960000,6948448000,7031056000,6981576000,6999000000,6948368000
108.259829,763260136000,5598072000,5982584000,11198552000,11961952000,17603688000,18402656000,5653928000,6039464000,5617608000,5982576000,5654024000,6039504000,6796872000,6774920000,18402672000,17603688000,14424600000,14347048000,7189728000,7205512000,6799616000,6774952000,7189736000,7205440000,8119088000,8122224000,7205512000,7189728000,12037464000,11232184000,3991928000,3971008000,7205448000,7206512000,3991928000,3987744000,3987784000,3991928000,14414192000,14424600000,6024568000,5631368000,14097160000,14180264000,4001392000,4001416000,6024552000,5633432000,6081448000,5686136000,7143288000,7150272000,8278136000,8296040000,7317544000,7318568000,7157904000,7154536000,6093552000,5691000000,7328088000,7325976000,13404936000,13407560000,3686992000,3697312000,6827208000,6827224000,6827240000,6827216000,3688920000,3698616000,3698648000,3698384000,8308224000,8308224000,7193808000,7193888000,8191224000,8191224000,3698616000,3698616000,7193896000,7193816000,14207392000,14207392000,7193888000,7193808000,13410240000,13410232000,7160560000,7160624000,7193816000,7193896000,7160632000,7160560000
