time(sec),GPU0_L0,GPU0_L1,GPU0_L2,GPU0_L3,GPU0_L4,GPU0_L5
2.811454,0,0,0,0,0,0
2.814890,0,0,0,0,0,0
2.818297,0,0,0,0,0,0
2.824096,0,0,0,0,0,0
2.828024,0,0,0,0,0,0
2.831455,0,0,0,0,0,0
2.834904,0,0,0,0,0,0
2.838209,0,0,0,0,0,0
2.841539,0,0,0,0,0,0
2.847781,0,0,0,0,0,0
2.855525,0,0,0,0,0,0
2.864210,0,0,0,0,0,0
2.871970,0,0,0,0,0,0
2.879716,0,0,0,0,0,0
2.886670,0,0,0,0,0,0
2.895716,0,0,0,0,0,0
2.907682,0,0,0,0,0,0
2.921253,0,0,0,0,0,0
2.933198,0,0,0,0,0,0
2.947331,0,0,0,0,0,0
2.960122,0,0,0,0,0,0
2.969217,0,0,0,0,0,0
2.982011,0,0,0,0,0,0
2.998020,0,0,0,0,0,0
3.009110,0,0,0,0,0,0
3.023526,0,0,0,0,0,0
3.037344,0,0,0,0,0,0
3.047660,0,0,0,0,0,0
3.060794,0,0,0,0,0,0
3.070739,0,0,0,0,0,0
3.083330,0,0,0,0,0,0
3.095723,0,0,0,0,0,0
3.105376,0,0,0,0,0,0
3.117406,0,0,0,0,0,0
3.126286,0,0,0,0,0,0
3.137624,0,0,0,0,0,0
3.148885,0,0,0,0,0,0
3.165006,0,0,0,0,0,0
3.175110,0,0,0,0,0,0
3.185026,0,0,0,0,0,0
3.188633,0,0,0,0,0,0
3.192197,0,0,0,0,0,0
3.198412,0,0,0,0,0,0
3.201835,0,0,0,0,0,0
3.205176,0,0,0,0,0,0
3.208494,0,0,0,0,0,0
3.212302,0,0,0,0,0,0
3.219977,0,0,0,0,0,0
3.228321,0,0,0,0,0,0
3.236619,0,0,0,0,0,0
3.244764,0,0,0,0,0,0
3.252992,0,0,0,0,0,0
3.261079,0,0,0,0,0,0
3.269542,0,0,0,0,0,0
3.280141,0,0,0,0,0,0
3.293153,0,0,0,0,0,0
3.307312,0,0,0,0,0,0
3.321186,0,0,0,0,0,0
3.333739,0,0,0,0,0,0
3.344232,0,0,0,0,0,0
3.355186,0,0,0,0,0,0
3.368489,0,0,0,0,0,0
3.379309,0,0,0,0,0,0
3.391329,0,0,0,0,0,0
3.403908,0,0,0,0,0,0
3.413256,0,0,0,0,0,0
3.424828,0,0,0,0,0,0
3.434507,0,0,0,0,0,0
3.446178,0,0,0,0,0,0
3.458061,0,0,0,0,0,0
3.466299,0,0,0,0,0,0
3.477919,0,0,0,0,0,0
3.487551,0,0,0,0,0,0
3.499042,0,0,0,0,0,0
3.510731,0,0,0,0,0,0
3.516667,0,0,0,0,0,0
3.528822,0,0,0,0,0,0
3.542677,0,0,0,0,0,0
3.550053,0,0,0,0,0,0
3.553553,0,0,0,0,0,0
3.559682,0,0,0,0,0,0
3.563659,0,0,0,0,0,0
3.567089,0,0,0,0,0,0
3.570513,0,0,0,0,0,0
3.573992,0,0,0,0,0,0
3.579890,0,0,0,0,0,0
3.587294,0,0,0,0,0,0
3.594588,0,0,0,0,0,0
3.601573,0,0,0,0,0,0
3.608871,0,0,0,0,0,0
3.616068,0,0,0,0,0,0
3.623659,0,0,0,0,0,0
3.633087,0,0,0,0,0,0
3.661282,0,0,0,0,0,0
3.665450,0,0,0,0,0,0
3.669050,0,0,0,0,0,0
3.672648,0,0,0,0,0,0
3.676203,0,0,0,0,0,0
3.679621,0,0,0,0,0,0
3.683027,0,0,0,0,0,0
3.686421,0,0,0,0,0,0
3.689731,0,0,0,0,0,0
3.693011,0,0,0,0,0,0
3.696284,0,0,0,0,0,0
3.699537,0,0,0,0,0,0
3.702655,0,0,0,0,0,0
3.705768,0,0,0,0,0,0
3.708924,0,0,0,0,0,0
3.712048,0,0,0,0,0,0
3.715116,0,0,0,0,0,0
3.718130,0,0,0,0,0,0
3.721247,0,0,0,0,0,0
3.724276,0,0,0,0,0,0
3.727325,0,0,0,0,0,0
3.730387,0,0,0,0,0,0
3.733425,0,0,0,0,0,0
3.736444,0,0,0,0,0,0
3.739386,0,0,0,0,0,0
3.742301,0,0,0,0,0,0
3.745238,0,0,0,0,0,0
3.748286,0,0,0,0,0,0
3.751217,0,0,0,0,0,0
3.754176,0,0,0,0,0,0
3.757112,0,0,0,0,0,0
3.760029,0,0,0,0,0,0
3.762877,0,0,0,0,0,0
3.765829,0,0,0,0,0,0
3.768688,0,0,0,0,0,0
3.771549,0,0,0,0,0,0
3.774397,0,0,0,0,0,0
3.777247,0,0,0,0,0,0
3.780096,0,0,0,0,0,0
3.782948,0,0,0,0,0,0
3.785726,0,0,0,0,0,0
3.789539,0,0,0,0,0,0
3.793172,0,0,0,0,0,0
3.796786,0,0,0,0,0,0
3.800377,0,0,0,0,0,0
3.803956,0,0,0,0,0,0
3.807383,0,0,0,0,0,0
3.810783,0,0,0,0,0,0
3.814196,0,0,0,0,0,0
3.817624,0,0,0,0,0,0
3.821044,0,0,0,0,0,0
3.824465,0,0,0,0,0,0
3.827885,0,0,0,0,0,0
3.831179,0,0,0,0,0,0
3.834470,0,0,0,0,0,0
3.837740,0,0,0,0,0,0
3.840972,0,0,0,0,0,0
3.844209,0,0,0,0,0,0
3.847369,0,0,0,0,0,0
3.850504,0,0,0,0,0,0
3.853668,0,0,0,0,0,0
3.856834,0,0,0,0,0,0
3.860609,0,0,0,0,0,0
3.864239,0,0,0,0,0,0
3.867841,0,0,0,0,0,0
3.871420,0,0,0,0,0,0
3.875025,0,0,0,0,0,0
3.878435,0,0,0,0,0,0
3.881847,0,0,0,0,0,0
3.885266,0,0,0,0,0,0
3.888657,0,0,0,0,0,0
3.891921,0,0,0,0,0,0
3.895209,0,0,0,0,0,0
3.898453,0,0,0,0,0,0
3.901633,0,0,0,0,0,0
3.904777,0,0,0,0,0,0
3.907939,0,0,0,0,0,0
3.911093,0,0,0,0,0,0
3.914113,0,0,0,0,0,0
3.917169,0,0,0,0,0,0
3.920209,0,0,0,0,0,0
3.923246,0,0,0,0,0,0
3.926162,0,0,0,0,0,0
3.929104,0,0,0,0,0,0
3.932040,0,0,0,0,0,0
3.935016,0,0,0,0,0,0
3.937852,0,0,0,0,0,0
3.940793,0,0,0,0,0,0
3.943649,0,0,0,0,0,0
3.946485,0,0,0,0,0,0
3.949324,0,0,0,0,0,0
3.952099,0,0,0,0,0,0
3.954893,0,0,0,0,0,0
3.957658,0,0,0,0,0,0
3.960410,0,0,0,0,0,0
3.963109,0,0,0,0,0,0
3.965793,0,0,0,0,0,0
3.968528,0,0,0,0,0,0
3.971233,0,0,0,0,0,0
3.973867,0,0,0,0,0,0
3.976526,0,0,0,0,0,0
3.979169,0,0,0,0,0,0
3.981789,0,0,0,0,0,0
3.984403,0,0,0,0,0,0
3.986991,0,0,0,0,0,0
3.989567,0,0,0,0,0,0
3.992156,0,0,0,0,0,0
3.994740,0,0,0,0,0,0
3.997319,0,0,0,0,0,0
3.999907,0,0,0,0,0,0
4.002419,0,0,0,0,0,0
4.004944,0,0,0,0,0,0
4.007484,0,0,0,0,0,0
4.010005,0,0,0,0,0,0
4.012458,0,0,0,0,0,0
4.014834,0,0,0,0,0,0
4.017199,0,0,0,0,0,0
4.019566,0,0,0,0,0,0
4.021910,0,0,0,0,0,0
4.024273,0,0,0,0,0,0
4.026621,0,0,0,0,0,0
4.028988,0,0,0,0,0,0
4.031348,0,0,0,0,0,0
4.033711,0,0,0,0,0,0
4.036104,0,0,0,0,0,0
4.038453,0,0,0,0,0,0
4.040815,0,0,0,0,0,0
4.043172,0,0,0,0,0,0
4.045527,0,0,0,0,0,0
4.047903,0,0,0,0,0,0
4.050257,0,0,0,0,0,0
4.052622,0,0,0,0,0,0
4.055017,0,0,0,0,0,0
4.057379,0,0,0,0,0,0
4.059759,0,0,0,0,0,0
4.062105,0,0,0,0,0,0
4.064464,0,0,0,0,0,0
4.066833,0,0,0,0,0,0
4.069201,0,0,0,0,0,0
4.071564,0,0,0,0,0,0
4.073929,0,0,0,0,0,0
4.076324,0,0,0,0,0,0
4.078672,0,0,0,0,0,0
4.081023,0,0,0,0,0,0
4.083387,0,0,0,0,0,0
4.085739,0,0,0,0,0,0
4.088110,0,0,0,0,0,0
4.090467,0,0,0,0,0,0
4.092831,0,0,0,0,0,0
4.095219,0,0,0,0,0,0
4.097583,0,0,0,0,0,0
4.099953,0,0,0,0,0,0
4.102302,0,0,0,0,0,0
4.104661,0,0,0,0,0,0
4.107032,0,0,0,0,0,0
4.109396,0,0,0,0,0,0
4.111761,0,0,0,0,0,0
4.114128,0,0,0,0,0,0
4.116518,0,0,0,0,0,0
4.118881,0,0,0,0,0,0
4.121234,0,0,0,0,0,0
4.123595,0,0,0,0,0,0
4.125981,0,0,0,0,0,0
4.128358,0,0,0,0,0,0
4.130712,0,0,0,0,0,0
4.133055,0,0,0,0,0,0
4.135438,0,0,0,0,0,0
4.137788,0,0,0,0,0,0
4.140168,0,0,0,0,0,0
4.142514,0,0,0,0,0,0
4.144880,0,0,0,0,0,0
4.147245,0,0,0,0,0,0
4.149615,0,0,0,0,0,0
4.151976,0,0,0,0,0,0
4.154892,0,0,0,0,0,0
4.158470,0,0,0,0,0,0
4.162056,0,0,0,0,0,0
4.165654,0,0,0,0,0,0
4.169179,0,0,0,0,0,0
4.172581,0,0,0,0,0,0
4.176023,0,0,0,0,0,0
4.179446,0,0,0,0,0,0
4.182685,0,0,0,0,0,0
4.185947,0,0,0,0,0,0
4.189220,0,0,0,0,0,0
4.192471,0,0,0,0,0,0
4.195624,0,0,0,0,0,0
4.198755,0,0,0,0,0,0
4.201968,0,0,0,0,0,0
4.205054,0,0,0,0,0,0
4.208094,0,0,0,0,0,0
4.211137,0,0,0,0,0,0
4.214538,0,0,0,0,0,0
4.218615,0,0,0,0,0,0
4.221865,0,0,0,0,0,0
4.225352,0,0,0,0,0,0
4.228939,0,0,0,0,0,0
4.232519,0,0,0,0,0,0
4.236106,0,0,0,0,0,0
4.239513,0,0,0,0,0,0
4.242921,0,0,0,0,0,0
4.246311,0,0,0,0,0,0
4.249634,0,0,0,0,0,0
4.252894,0,0,0,0,0,0
4.256180,0,0,0,0,0,0
4.259441,0,0,0,0,0,0
4.262560,0,0,0,0,0,0
4.265720,0,0,0,0,0,0
4.269065,0,0,0,0,0,0
4.272202,0,0,0,0,0,0
4.275277,0,0,0,0,0,0
4.278298,0,0,0,0,0,0
4.281361,0,0,0,0,0,0
4.284367,0,0,0,0,0,0
4.287322,0,0,0,0,0,0
4.290347,0,0,0,0,0,0
4.293270,0,0,0,0,0,0
4.296252,0,0,0,0,0,0
4.299188,0,0,0,0,0,0
4.302106,0,0,0,0,0,0
4.305036,0,0,0,0,0,0
4.307967,0,0,0,0,0,0
4.310822,0,0,0,0,0,0
4.313665,0,0,0,0,0,0
4.316538,0,0,0,0,0,0
4.319395,0,0,0,0,0,0
4.322151,0,0,0,0,0,0
4.324920,0,0,0,0,0,0
4.327694,0,0,0,0,0,0
4.330457,0,0,0,0,0,0
4.333219,0,0,0,0,0,0
4.336002,0,0,0,0,0,0
4.338691,0,0,0,0,0,0
4.341383,0,0,0,0,0,0
4.344081,0,0,0,0,0,0
4.346777,0,0,0,0,0,0
4.349443,0,0,0,0,0,0
4.352122,0,0,0,0,0,0
4.354760,0,0,0,0,0,0
4.357407,0,0,0,0,0,0
4.360044,0,0,0,0,0,0
4.362671,0,0,0,0,0,0
4.365290,0,0,0,0,0,0
4.367925,0,0,0,0,0,0
4.370515,0,0,0,0,0,0
4.373115,0,0,0,0,0,0
4.375723,0,0,0,0,0,0
4.378335,0,0,0,0,0,0
4.380922,0,0,0,0,0,0
4.383497,0,0,0,0,0,0
4.386066,0,0,0,0,0,0
4.388647,0,0,0,0,0,0
4.391247,0,0,0,0,0,0
4.393758,0,0,0,0,0,0
4.396333,0,0,0,0,0,0
4.398871,0,0,0,0,0,0
4.401390,0,0,0,0,0,0
4.403890,0,0,0,0,0,0
4.406291,0,0,0,0,0,0
4.408710,0,0,0,0,0,0
4.411209,0,0,0,0,0,0
4.413573,0,0,0,0,0,0
4.416018,0,0,0,0,0,0
4.418572,0,0,0,0,0,0
4.421018,0,0,0,0,0,0
4.423544,0,0,0,0,0,0
4.425905,0,0,0,0,0,0
4.428355,0,0,0,0,0,0
4.430769,0,0,0,0,0,0
4.433149,0,0,0,0,0,0
4.435571,0,0,0,0,0,0
4.437979,0,0,0,0,0,0
4.440425,0,0,0,0,0,0
4.442901,0,0,0,0,0,0
4.445400,0,0,0,0,0,0
4.447769,0,0,0,0,0,0
4.450186,0,0,0,0,0,0
4.452642,0,0,0,0,0,0
4.455011,0,0,0,0,0,0
4.457417,0,0,0,0,0,0
4.459840,0,0,0,0,0,0
4.462261,0,0,0,0,0,0
4.464726,0,0,0,0,0,0
4.467089,0,0,0,0,0,0
4.469559,0,0,0,0,0,0
4.472048,0,0,0,0,0,0
4.474382,0,0,0,0,0,0
4.476807,0,0,0,0,0,0
4.479213,0,0,0,0,0,0
4.481630,0,0,0,0,0,0
4.484180,0,0,0,0,0,0
4.486563,0,0,0,0,0,0
4.488991,0,0,0,0,0,0
4.491411,0,0,0,0,0,0
4.493835,0,0,0,0,0,0
4.496250,0,0,0,0,0,0
4.498629,0,0,0,0,0,0
4.501081,0,0,0,0,0,0
4.503536,0,0,0,0,0,0
4.505883,0,0,0,0,0,0
4.508279,0,0,0,0,0,0
4.510732,0,0,0,0,0,0
4.513202,0,0,0,0,0,0
4.515576,0,0,0,0,0,0
4.517986,0,0,0,0,0,0
4.520453,0,0,0,0,0,0
4.523024,0,0,0,0,0,0
4.526061,0,0,0,0,0,0
4.528562,0,0,0,0,0,0
4.531029,0,0,0,0,0,0
4.533498,0,0,0,0,0,0
4.535881,0,0,0,0,0,0
4.538307,0,0,0,0,0,0
