time(sec),GPU0_L0,GPU0_L1,GPU0_L2,GPU0_L3,GPU0_L4,GPU0_L5
1.095786,0,0,0,0,0,0
1.098284,0,0,0,0,0,0
1.100686,0,0,0,0,0,0
1.103087,0,0,0,0,0,0
1.105485,0,0,0,0,0,0
1.107913,0,0,0,0,0,0
1.111738,0,0,0,0,0,0
1.114129,0,0,0,0,0,0
1.116689,0,0,0,0,0,0
1.119088,0,0,0,0,0,0
1.121476,0,0,0,0,0,0
1.123875,0,0,0,0,0,0
1.126271,0,0,0,0,0,0
1.128712,0,0,0,0,0,0
1.132790,0,0,0,0,0,0
1.135197,0,0,0,0,0,0
1.137588,0,0,0,0,0,0
1.139984,0,0,0,0,0,0
1.142370,0,0,0,0,0,0
1.144770,0,0,0,0,0,0
1.147199,0,0,0,0,0,0
1.149622,0,0,0,0,0,0
1.153711,0,0,0,0,0,0
1.156598,0,0,0,0,0,0
1.159229,0,0,0,0,0,0
1.161854,0,0,0,0,0,0
1.164465,0,0,0,0,0,0
1.167159,0,0,0,0,0,0
1.169669,0,0,0,0,0,0
1.173466,0,0,0,0,0,0
1.176517,0,0,0,0,0,0
1.180128,0,0,0,0,0,0
1.183748,0,0,0,0,0,0
1.187364,0,0,0,0,0,0
1.190814,0,0,0,0,0,0
1.194242,0,0,0,0,0,0
1.197703,0,0,0,0,0,0
1.201069,0,0,0,0,0,0
1.204370,0,0,0,0,0,0
1.207702,0,0,0,0,0,0
1.211046,0,0,0,0,0,0
1.214201,0,0,0,0,0,0
1.217379,0,0,0,0,0,0
1.220545,0,0,0,0,0,0
1.223781,0,0,0,0,0,0
1.227148,0,0,0,0,0,0
1.230937,0,0,0,0,0,0
1.233985,0,0,0,0,0,0
1.237008,0,0,0,0,0,0
1.239971,0,0,0,0,0,0
1.242944,0,0,0,0,0,0
1.245899,0,0,0,0,0,0
1.248865,0,0,0,0,0,0
1.252381,0,0,0,0,0,0
1.255274,0,0,0,0,0,0
1.258151,0,0,0,0,0,0
1.260971,0,0,0,0,0,0
1.263770,0,0,0,0,0,0
1.266567,0,0,0,0,0,0
1.269385,0,0,0,0,0,0
1.272779,0,0,0,0,0,0
1.275577,0,0,0,0,0,0
1.278296,0,0,0,0,0,0
1.281027,0,0,0,0,0,0
1.283756,0,0,0,0,0,0
1.286479,0,0,0,0,0,0
1.289236,0,0,0,0,0,0
1.292569,0,0,0,0,0,0
1.295301,0,0,0,0,0,0
1.297957,0,0,0,0,0,0
1.300624,0,0,0,0,0,0
1.303291,0,0,0,0,0,0
1.305949,0,0,0,0,0,0
1.308608,0,0,0,0,0,0
1.311252,0,0,0,0,0,0
1.313862,0,0,0,0,0,0
1.316474,0,0,0,0,0,0
1.319092,0,0,0,0,0,0
1.321633,0,0,0,0,0,0
1.324190,0,0,0,0,0,0
1.326760,0,0,0,0,0,0
1.329354,0,0,0,0,0,0
1.331892,0,0,0,0,0,0
1.334277,0,0,0,0,0,0
1.336666,0,0,0,0,0,0
1.339054,0,0,0,0,0,0
1.341434,0,0,0,0,0,0
1.343822,0,0,0,0,0,0
1.346209,0,0,0,0,0,0
1.348610,0,0,0,0,0,0
1.351623,0,0,0,0,0,0
1.354012,0,0,0,0,0,0
1.356405,0,0,0,0,0,0
1.358792,0,0,0,0,0,0
1.361167,0,0,0,0,0,0
1.363555,0,0,0,0,0,0
1.365947,0,0,0,0,0,0
1.368350,0,0,0,0,0,0
1.371349,0,0,0,0,0,0
1.373749,0,0,0,0,0,0
1.376135,0,0,0,0,0,0
1.378513,0,0,0,0,0,0
1.380887,0,0,0,0,0,0
1.383281,0,0,0,0,0,0
1.385653,0,0,0,0,0,0
1.388069,0,0,0,0,0,0
1.390479,0,0,0,0,0,0
1.393530,0,0,0,0,0,0
1.395918,0,0,0,0,0,0
1.398296,0,0,0,0,0,0
1.400679,0,0,0,0,0,0
1.403076,0,0,0,0,0,0
1.405453,0,0,0,0,0,0
1.407866,0,0,0,0,0,0
1.410270,0,0,0,0,0,0
1.413262,0,0,0,0,0,0
1.415654,0,0,0,0,0,0
1.418031,0,0,0,0,0,0
1.420419,0,0,0,0,0,0
1.422804,0,0,0,0,0,0
1.425178,0,0,0,0,0,0
1.427578,0,0,0,0,0,0
1.429984,0,0,0,0,0,0
1.432980,0,0,0,0,0,0
1.435374,0,0,0,0,0,0
1.437752,0,0,0,0,0,0
1.440153,0,0,0,0,0,0
1.442528,0,0,0,0,0,0
1.444901,0,0,0,0,0,0
1.447305,0,0,0,0,0,0
1.449729,0,0,0,0,0,0
1.453678,0,0,0,0,0,0
1.456065,0,0,0,0,0,0
1.458445,0,0,0,0,0,0
1.460819,0,0,0,0,0,0
1.463219,0,0,0,0,0,0
1.465593,0,0,0,0,0,0
1.468013,0,0,0,0,0,0
1.470425,0,0,0,0,0,0
1.473665,0,0,0,0,0,0
1.476181,0,0,0,0,0,0
1.478661,0,0,0,0,0,0
1.481210,0,0,0,0,0,0
1.483767,0,0,0,0,0,0
1.486315,0,0,0,0,0,0
1.488893,0,0,0,0,0,0
1.494090,0,0,0,0,0,0
1.497650,0,0,0,0,0,0
1.501118,0,0,0,0,0,0
1.504571,0,0,0,0,0,0
1.508001,0,0,0,0,0,0
1.511350,0,0,0,0,0,0
1.516525,0,0,0,0,0,0
1.519808,0,0,0,0,0,0
1.522988,0,0,0,0,0,0
1.526160,0,0,0,0,0,0
1.529354,0,0,0,0,0,0
1.533631,0,0,0,0,0,0
1.537480,0,0,0,0,0,0
1.540580,0,0,0,0,0,0
1.543662,0,0,0,0,0,0
1.546640,0,0,0,0,0,0
1.549620,0,0,0,0,0,0
1.554140,0,0,0,0,0,0
1.557956,0,0,0,0,0,0
1.561286,0,0,0,0,0,0
1.563750,0,0,0,0,0,0
1.566255,0,0,0,0,0,0
1.568741,0,0,0,0,0,0
1.571264,0,0,0,0,0,0
1.574317,0,0,0,0,0,0
1.577785,0,0,0,0,0,0
1.581396,0,0,0,0,0,0
1.585028,0,0,0,0,0,0
1.588619,0,0,0,0,0,0
1.592793,0,0,0,0,0,0
1.597437,0,0,0,0,0,0
1.600821,0,0,0,0,0,0
1.603969,0,0,0,0,0,0
1.606530,0,0,0,0,0,0
1.609658,0,0,0,0,0,0
1.613646,0,0,0,0,0,0
1.617003,0,0,0,0,0,0
1.620645,0,0,0,0,0,0
1.624264,0,0,0,0,0,0
1.627860,0,0,0,0,0,0
1.632273,0,0,0,0,0,0
1.636983,0,0,0,0,0,0
1.640816,0,0,0,0,0,0
1.644671,0,0,0,0,0,0
1.648246,0,0,0,0,0,0
1.653902,0,0,0,0,0,0
1.658585,0,0,0,0,0,0
1.662032,0,0,0,0,0,0
1.665634,0,0,0,0,0,0
1.669836,0,0,0,0,0,0
1.674695,0,0,0,0,0,0
1.678070,0,0,0,0,0,0
1.681511,0,0,0,0,0,0
1.684952,0,0,0,0,0,0
1.688367,0,0,0,0,0,0
1.691696,0,0,0,0,0,0
1.696148,0,0,0,0,0,0
1.699449,0,0,0,0,0,0
1.702675,0,0,0,0,0,0
1.705826,0,0,0,0,0,0
1.709009,0,0,0,0,0,0
1.712160,0,0,0,0,0,0
1.715235,0,0,0,0,0,0
1.718272,0,0,0,0,0,0
1.721326,0,0,0,0,0,0
