Time(sec),sum,GPU0_L0_rx,GPU0_L0_tx,GPU0_L1_rx,GPU0_L1_tx,GPU0_L2_rx,GPU0_L2_tx,GPU0_L3_rx,GPU0_L3_tx,GPU1_L0_rx,GPU1_L0_tx,GPU1_L1_rx,GPU1_L1_tx,GPU1_L2_rx,GPU1_L2_tx,GPU1_L3_rx,GPU1_L3_tx,GPU2_L0_rx,GPU2_L0_tx,GPU2_L1_rx,GPU2_L1_tx,GPU2_L2_rx,GPU2_L2_tx,GPU2_L3_rx,GPU2_L3_tx,GPU2_L4_rx,GPU2_L4_tx,GPU3_L0_rx,GPU3_L0_tx,GPU3_L1_rx,GPU3_L1_tx,GPU3_L2_rx,GPU3_L2_tx,GPU3_L3_rx,GPU3_L3_tx,GPU3_L4_rx,GPU3_L4_tx
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.038704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.078413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.118133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.156837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.195498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.233991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.271826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.310530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.349789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.388486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.426177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.464879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.502312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.540571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.579888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.618543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.656621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.695230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.733454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.772160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.811550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.850708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.890540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.930162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.968908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.008352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.047246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.086073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.125496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.164280,613414,51119,0,0,0,0,0,51117,0,0,0,102236,0,0,0,0,0,0,0,0,0,51116,0,0,0,51119,0,0,51116,0,102236,0,51119,0,51119,0,51117
32.206363,613414,51119,0,0,0,0,0,51117,0,0,0,102236,0,0,0,0,0,0,0,0,0,51116,0,0,0,51119,0,0,51116,0,102236,0,51119,0,51119,0,51117
33.245665,613414,51119,0,0,0,0,0,51117,0,0,0,102236,0,0,0,0,0,0,0,0,0,51116,0,0,0,51119,0,0,51116,0,102236,0,51119,0,51119,0,51117
34.284791,613414,51119,0,0,0,0,0,51117,0,0,0,102236,0,0,0,0,0,0,0,0,0,51116,0,0,0,51119,0,0,51116,0,102236,0,51119,0,51119,0,51117
35.323631,613414,51119,0,0,0,0,0,51117,0,0,0,102236,0,0,0,0,0,0,0,0,0,51116,0,0,0,51119,0,0,51116,0,102236,0,51119,0,51119,0,51117
36.362562,613414,51119,0,0,0,0,0,51117,0,0,0,102236,0,0,0,0,0,0,0,0,0,51116,0,0,0,51119,0,0,51116,0,102236,0,51119,0,51119,0,51117
37.401320,613414,51119,0,0,0,0,0,51117,0,0,0,102236,0,0,0,0,0,0,0,0,0,51116,0,0,0,51119,0,0,51116,0,102236,0,51119,0,51119,0,51117
38.441196,613414,51119,0,0,0,0,0,51117,0,0,0,102236,0,0,0,0,0,0,0,0,0,51116,0,0,0,51119,0,0,51116,0,102236,0,51119,0,51119,0,51117
39.480839,613414,51119,0,0,0,0,0,51117,0,0,0,102236,0,0,0,0,0,0,0,0,0,51116,0,0,0,51119,0,0,51116,0,102236,0,51119,0,51119,0,51117
40.521301,613414,51119,0,0,0,0,0,51117,0,0,0,102236,0,0,0,0,0,0,0,0,0,51116,0,0,0,51119,0,0,51116,0,102236,0,51119,0,51119,0,51117
41.571679,613414,51119,0,0,0,0,0,51117,0,0,0,102236,0,0,0,0,0,0,0,0,0,51116,0,0,0,51119,0,0,51116,0,102236,0,51119,0,51119,0,51117
42.624283,1194848,62806,14608,23637,16301,23374,27829,62804,14609,27829,23374,129803,29215,13915,8149,13915,8149,8149,14210,16301,23637,59266,14740,8149,14210,59269,14740,14740,59266,29215,129803,14608,62806,14740,59269,14609,62804
43.667741,1840236,75654,30619,49071,35307,49071,58855,75653,30619,58855,49071,161091,61238,29426,17653,29428,17653,17653,29426,35307,49071,68771,30619,17653,29428,68772,30618,30619,68771,61238,161091,30619,75654,30618,68772,30619,75653
44.708023,3358384,102289,65340,113900,70624,111798,127156,102289,65341,127156,111798,229392,144331,69875,39513,69878,39513,39513,69875,74818,113901,88526,73348,39513,69878,88528,73346,73348,88526,144335,229400,67437,102294,73346,88528,67438,102293
